233	74
333	75
433	76
232	77
332	78
432	79
234	80
334	81
434	82
231	83
331	84
431	85
235	86
335	87
435	88
242	89
342	90
442	91
238	92
338	93
438	94
241	95
341	96
441	97
237	98
337	99
437	100
240	101
340	102
440	103
236	104
336	105
436	106
201	107
301	108
401	109
239	110
339	111
439	112
229	113
329	114
429	115
228	116
328	117
428	118
230	119
330	120
430	121
227	122
327	123
427	124
223	125
323	126
423	127
225	128
325	129
425	130
222	131
322	132
422	133
224	134
324	135
424	136
219	137
319	138
419	139
226	140
326	141
426	142
220	143
320	144
420	145
221	164
321	165
421	166
215	167
315	168
415	169
217	170
317	171
417	172
214	173
314	174
414	175
216	176
316	177
416	178
203	179
303	180
403	181
218	182
318	183
418	184
204	185
304	186
404	187
205	188
305	189
405	190
210	191
310	192
410	193
206	194
306	195
406	196
209	197
309	198
409	199
202	200
302	201
402	202
207	203
307	204
407	205
211	206
311	207
411	208
213	209
313	210
413	211
208	212
308	213
408	214
212	215
312	216
412	217
